"VEN_DEV_SUBSYS";"VEN";"VEN_name";"DEV";"DEV_name";"SUBSYS";"SUBSYS_name"
"VEN_1002&DEV_6759&SUBSYS_8570174B";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6759";"Turks PRO [Radeon HD 6570/7570/8550 / R5 230]";"8570174B";"Radeon HD8550 OEM"
"VEN_1002&DEV_6759&SUBSYS_E142174B";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6759";"Turks PRO [Radeon HD 6570/7570/8550 / R5 230]";"E142174B";"Radeon HD 6570"
"VEN_1002&DEV_6759&SUBSYS_E181174B";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6759";"Turks PRO [Radeon HD 6570/7570/8550 / R5 230]";"E181174B";"Radeon HD 6570"
"VEN_1002&DEV_6759&SUBSYS_A2301787";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6759";"Turks PRO [Radeon HD 6570/7570/8550 / R5 230]";"A2301787";"Radeon R5 230 series"
"VEN_1002&DEV_6759&SUBSYS_A4501787";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6759";"Turks PRO [Radeon HD 6570/7570/8550 / R5 230]";"A4501787";"Radeon HD 6450 series"
"VEN_1002&DEV_6759&SUBSYS_908F1B0A";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6759";"Turks PRO [Radeon HD 6570/7570/8550 / R5 230]";"908F1B0A";"Radeon HD 6570"
"VEN_1002&DEV_6759&SUBSYS_90901B0A";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6759";"Turks PRO [Radeon HD 6570/7570/8550 / R5 230]";"90901B0A";"Radeon HD 6570"
"VEN_1002&DEV_6759&SUBSYS_90911B0A";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6759";"Turks PRO [Radeon HD 6570/7570/8550 / R5 230]";"90911B0A";"Radeon HD 6570"
"VEN_1002&DEV_6759&SUBSYS_90921B0A";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6759";"Turks PRO [Radeon HD 6570/7570/8550 / R5 230]";"90921B0A";"Radeon HD 6570"
"VEN_1002&DEV_6759&SUBSYS_909E1B0A";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6759";"Turks PRO [Radeon HD 6570/7570/8550 / R5 230]";"909E1B0A";"Radeon HD 6570"
"VEN_1002&DEV_6759&SUBSYS_90B51B0A";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6759";"Turks PRO [Radeon HD 6570/7570/8550 / R5 230]";"90B51B0A";"Radeon HD 7570"
"VEN_1002&DEV_6759&SUBSYS_90B61B0A";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6759";"Turks PRO [Radeon HD 6570/7570/8550 / R5 230]";"90B61B0A";"Radeon HD 7570"
"VEN_1002&DEV_675B";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"675B";"Turks [Radeon HD 7600 Series]";"";""
"VEN_1002&DEV_675D";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"675D";"Turks PRO [Radeon HD 7570]";"";""
"VEN_1002&DEV_675F";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"675F";"Turks LE [Radeon HD 5570/6510/7510/8510]";"";""
"VEN_1002&DEV_675F&SUBSYS_6510148C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"675F";"Turks LE [Radeon HD 5570/6510/7510/8510]";"6510148C";"Radeon HD 6510"
"VEN_1002&DEV_675F&SUBSYS_6530148C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"675F";"Turks LE [Radeon HD 5570/6510/7510/8510]";"6530148C";"Radeon HD 6530"
"VEN_1002&DEV_675F&SUBSYS_7510148C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"675F";"Turks LE [Radeon HD 5570/6510/7510/8510]";"7510148C";"Radeon HD 7510"
"VEN_1002&DEV_675F&SUBSYS_75701545";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"675F";"Turks LE [Radeon HD 5570/6510/7510/8510]";"75701545";"Radeon HD 7570"
"VEN_1002&DEV_675F&SUBSYS_6510174B";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"675F";"Turks LE [Radeon HD 5570/6510/7510/8510]";"6510174B";"Radeon HD 6510"
"VEN_1002&DEV_675F&SUBSYS_7510174B";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"675F";"Turks LE [Radeon HD 5570/6510/7510/8510]";"7510174B";"Radeon HD 7510"
"VEN_1002&DEV_675F&SUBSYS_8510174B";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"675F";"Turks LE [Radeon HD 5570/6510/7510/8510]";"8510174B";"Radeon HD 8510"
"VEN_1002&DEV_675F&SUBSYS_20121787";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"675F";"Turks LE [Radeon HD 5570/6510/7510/8510]";"20121787";"Radeon HD 5570 2GB GDDR3"
"VEN_1002&DEV_675F&SUBSYS_23141787";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"675F";"Turks LE [Radeon HD 5570/6510/7510/8510]";"23141787";"Radeon HD 5570 1GB DDR2/GDDR3"
"VEN_1002&DEV_6760";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"";""
"VEN_1002&DEV_6760&SUBSYS_01241002";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"01241002";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_01341002";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"01341002";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_238B1019";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"238B1019";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_238E1019";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"238E1019";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_23901019";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"23901019";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_99851019";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"99851019";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_04C11028";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"04C11028";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_04C31028";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"04C31028";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_04CA1028";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"04CA1028";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_04CB1028";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"04CB1028";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_04CC1028";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"04CC1028";"Vostro 3350"
"VEN_1002&DEV_6760&SUBSYS_04D11028";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"04D11028";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_04D31028";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"04D31028";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_04D71028";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"04D71028";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_05021028";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"05021028";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_05031028";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"05031028";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_05061028";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"05061028";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_05071028";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"05071028";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_05141028";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"05141028";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_051C1028";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"051C1028";"Radeon HD 6450M"
"VEN_1002&DEV_6760&SUBSYS_051D1028";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"051D1028";"Radeon HD 6450M"
"VEN_1002&DEV_6760&SUBSYS_161A103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"161A103C";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_161B103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"161B103C";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_161E103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"161E103C";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_161F103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"161F103C";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_1622103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"1622103C";"Radeon HD 6450M"
"VEN_1002&DEV_6760&SUBSYS_1623103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"1623103C";"Radeon HD 6450M"
"VEN_1002&DEV_6760&SUBSYS_164A103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"164A103C";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_164D103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"164D103C";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_1651103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"1651103C";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_1656103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"1656103C";"Radeon HD 6490M"
"VEN_1002&DEV_6760&SUBSYS_1658103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"1658103C";"Radeon HD 6490M"
"VEN_1002&DEV_6760&SUBSYS_1659103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"1659103C";"Radeon HD 6490M"
"VEN_1002&DEV_6760&SUBSYS_165B103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"165B103C";"Radeon HD 6490M"
"VEN_1002&DEV_6760&SUBSYS_165D103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"165D103C";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_165F103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"165F103C";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_1661103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"1661103C";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_1663103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"1663103C";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_1665103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"1665103C";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_1667103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"1667103C";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_1669103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"1669103C";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_166B103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"166B103C";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_166C103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"166C103C";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_166E103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"166E103C";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_1670103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"1670103C";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_1672103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"1672103C";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_167A103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"167A103C";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_167B103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"167B103C";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_167D103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"167D103C";"Radeon HD 6490M"
"VEN_1002&DEV_6760&SUBSYS_167F103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"167F103C";"Radeon HD 6490M"
"VEN_1002&DEV_6760&SUBSYS_168C103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"168C103C";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_168F103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"168F103C";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_1694103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"1694103C";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_1696103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"1696103C";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_1698103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"1698103C";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_169A103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"169A103C";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_169C103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"169C103C";"Radeon HD 6490M"
"VEN_1002&DEV_6760&SUBSYS_1855103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"1855103C";"Radeon HD 7450M"
"VEN_1002&DEV_6760&SUBSYS_1859103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"1859103C";"Radeon HD 7450M"
"VEN_1002&DEV_6760&SUBSYS_185C103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"185C103C";"Radeon HD 7450M"
"VEN_1002&DEV_6760&SUBSYS_185D103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"185D103C";"Radeon HD 7470M"
"VEN_1002&DEV_6760&SUBSYS_185F103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"185F103C";"Radeon HD 7470M"
"VEN_1002&DEV_6760&SUBSYS_1863103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"1863103C";"Radeon HD 7450M"
"VEN_1002&DEV_6760&SUBSYS_355C103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"355C103C";"Radeon HD 6490M"
"VEN_1002&DEV_6760&SUBSYS_355F103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"355F103C";"Radeon HD 6490M"
"VEN_1002&DEV_6760&SUBSYS_3563103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"3563103C";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_3565103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"3565103C";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_3567103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"3567103C";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_3569103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"3569103C";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_3581103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"3581103C";"Radeon HD 6490M"
"VEN_1002&DEV_6760&SUBSYS_3584103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"3584103C";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_358C103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"358C103C";"Radeon HD 6490M"
"VEN_1002&DEV_6760&SUBSYS_358F103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"358F103C";"Radeon HD 6490M"
"VEN_1002&DEV_6760&SUBSYS_3592103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"3592103C";"Radeon HD 6490M"
"VEN_1002&DEV_6760&SUBSYS_3596103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"3596103C";"Radeon HD 6490M"
"VEN_1002&DEV_6760&SUBSYS_366B103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"366B103C";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_3671103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"3671103C";"FirePro M3900"
"VEN_1002&DEV_6760&SUBSYS_3673103C";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"3673103C";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_100A1043";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"100A1043";"Radeon HD 7470M"
"VEN_1002&DEV_6760&SUBSYS_100C1043";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"100C1043";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_101B1043";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"101B1043";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_101C1043";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"101C1043";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_102A1043";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"102A1043";"Radeon HD 7450M"
"VEN_1002&DEV_6760&SUBSYS_102C1043";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"102C1043";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_104B1043";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"104B1043";"Radeon HD 7470M"
"VEN_1002&DEV_6760&SUBSYS_105D1043";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"105D1043";"Radeon HD 7470M"
"VEN_1002&DEV_6760&SUBSYS_106B1043";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"106B1043";"Radeon HD 7470M"
"VEN_1002&DEV_6760&SUBSYS_106D1043";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"106D1043";"Radeon HD 7470M"
"VEN_1002&DEV_6760&SUBSYS_107D1043";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"107D1043";"Radeon HD 7470M"
"VEN_1002&DEV_6760&SUBSYS_1CB21043";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"1CB21043";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_1D221043";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"1D221043";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_1D321043";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"1D321043";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_20011043";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"20011043";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_20021043";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"20021043";"Radeon HD 7470M"
"VEN_1002&DEV_6760&SUBSYS_21071043";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"21071043";"Radeon HD 7470M"
"VEN_1002&DEV_6760&SUBSYS_21081043";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"21081043";"Radeon HD 7470M"
"VEN_1002&DEV_6760&SUBSYS_21091043";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"21091043";"Radeon HD 7470M"
"VEN_1002&DEV_6760&SUBSYS_84A01043";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"84A01043";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_84E91043";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"84E91043";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_85151043";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"85151043";"Radeon HD 7470M"
"VEN_1002&DEV_6760&SUBSYS_85171043";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"85171043";"Radeon HD 7470M"
"VEN_1002&DEV_6760&SUBSYS_855A1043";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"855A1043";"Radeon HD 7470M"
"VEN_1002&DEV_6760&SUBSYS_907B104D";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"907B104D";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_9081104D";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"9081104D";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_9084104D";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"9084104D";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_9085104D";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"9085104D";"Radeon HD 6470M"
"VEN_1002&DEV_6760&SUBSYS_00011179";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"00011179";"Radeon HD 6450M"
"VEN_1002&DEV_6760&SUBSYS_00031179";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"00031179";"Radeon HD 6450M"
"VEN_1002&DEV_6760&SUBSYS_00041179";"1002";"Advanced Micro Devices, Inc. [AMD/ATI]";"6760";"Seymour [Radeon HD 6400M/7400M Series]";"00041179";"Radeon HD 6450M"
